Species	Status	min_age	max_age
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	112.6
Classopollis	extinct	94.3	109.0
Classopollis	extinct	94.3	105.3
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	112.6
Classopollis	extinct	94.3	100.5
Classopollis	extinct	94.3	100.5
Classopollis	extinct	100.5	145.0
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	109.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	130.0
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	105.3
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	112.6
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	125.45
Classopollis	extinct	100.5	112.6
Cordaites	extinct	235.0	242.0
Cordaites	extinct	247.2	252.3
Cordaites	extinct	247.2	252.3
Cordaites	extinct	252.3	360.7
Cordaites	extinct	252.3	360.7
Cordaites	extinct	252.3	298.9
Cordaites	extinct	252.3	298.9
Cordaites	extinct	252.3	279.5
Cordaites	extinct	252.3	298.9
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	254.0
Cordaites	extinct	252.3	298.9
Cordaites	extinct	252.3	298.9
Cordaites	extinct	252.3	298.9
Cordaites	extinct	252.3	254.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	254.0
Cordaites	extinct	252.3	254.0
Cordaites	extinct	252.3	268.0
Cordaites	extinct	252.3	268.0
Cordaites	extinct	252.3	279.5
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	265.0
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	272.5
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	259.0
Cordaites	extinct	252.3	298.9
Cordaites	extinct	254.0	298.9
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	272.5
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	265.0
Cordaites	extinct	254.0	259.0
Cordaites	extinct	259.0	279.5
Cordaites	extinct	259.0	279.5
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	295.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	265.0
Cordaites	extinct	259.0	265.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	268.0
Cordaites	extinct	259.0	265.0
Cordaites	extinct	259.0	265.0
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	259.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	279.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	272.5
Cordaites	extinct	265.0	268.0
Cordaites	extinct	265.0	268.0
Cordaites	extinct	268.0	279.5
Cordaites	extinct	268.0	279.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	290.1
Cordaites	extinct	268.0	290.1
Cordaites	extinct	268.0	290.1
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	279.5
Cordaites	extinct	268.0	279.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	268.0	272.5
Cordaites	extinct	272.5	295.0
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	279.5
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	298.9
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	290.1
Cordaites	extinct	272.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	298.9
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	298.9
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	290.1
Cordaites	extinct	279.5	295.0
Cordaites	extinct	279.5	290.1
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	295.0
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	290.1	298.9
Cordaites	extinct	295.0	306.95
Cordaites	extinct	295.0	303.4
Cordaites	extinct	295.0	295.0
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	298.9
Cordaites	extinct	295.0	303.4
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	306.95
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	306.95
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	311.45
Cordaites	extinct	298.9	313.8
Cordaites	extinct	298.9	313.8
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	298.9
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	360.7
Cordaites	extinct	298.9	306.95
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	304.8
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	298.9	318.1
Cordaites	extinct	300.2	311.45
Cordaites	extinct	300.2	311.45
Cordaites	extinct	301.2	303.4
Cordaites	extinct	301.2	303.4
Cordaites	extinct	304.8	305.9
Cordaites	extinct	306.95	318.1
Cordaites	extinct	306.95	318.1
Cordaites	extinct	306.95	314.6
Cordaites	extinct	311.45	318.1
Cordaites	extinct	311.45	314.6
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	326.4
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	314.6	318.1
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	318.1	360.7
Cordaites	extinct	339.4	345.3
Cordaites	extinct	345.0	345.3
Cordaites	extinct	360.7	383.7
Cordaites	extinct	360.7	383.7
Cupressacites	extinct	33.9	37.2
Cupressacites	extinct	33.9	37.2
Cupressacites	extinct	40.4	48.6
Cupressinocladus	extinct	125.45	130.0
Cupressinocladus	extinct	145.0	155.7
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	145.0	161.2
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	150.8	155.7
Cupressinocladus	extinct	155.7	161.2
Cupressinocladus	extinct	161.2	175.6
Cupressinocladus	extinct	161.2	175.6
Cupressinocladus	extinct	161.2	175.6
Cupressinocladus	extinct	167.7	175.6
Cupressinocladus	extinct	175.6	201.6
Cupressinocladus	extinct	175.6	201.6
Cupressinocladus	extinct	175.6	201.6
Cupressinocladus	extinct	189.6	201.6
Cupressinocladus	extinct	189.6	201.6
Cupressinocladus	extinct	201.6	221.5
Cupressinocladus	extinct	252.3	259.0
