Species	Status	min_age	max_age
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	66.0	70.6
Metasequoia	extant	70.6	89.3
Metasequoia	extant	70.6	89.3
Metasequoia	extant	70.6	89.3
Metasequoia	extant	70.6	89.3
Metasequoia	extant	70.6	89.3
Metasequoia	extant	70.6	89.3
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Metasequoia	extant	94.3	100.5
Microalatidites	extinct	15.97	23.03
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	11.62	15.97
Microalatidites	extinct	15.97	28.4
Microalatidites	extinct	22.3	22.3
Microalatidites	extinct	3.6	15.97
Microalatidites	extinct	3.6	15.97
Microalatidites	extinct	33.9	37.2
Microalatidites	extinct	48.6	56.0
Microalatidites	extinct	48.6	56.0
Microalatidites	extinct	48.6	56.0
Microalatidites	extinct	48.6	56.0
Microcachrydites	extinct	11.62	15.97
Microcachrydites	extinct	11.62	15.97
Microcachrydites	extinct	145.0	161.2
Microcachrydites	extinct	2.588	23.03
Microcachrydites	extinct	221.5	235.0
Microcachrydites	extinct	23.03	100.5
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	247.2
Microcachrydites	extinct	235.0	242.0
Microcachrydites	extinct	235.0	247.2
Microcachrydites	extinct	235.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	242.0	247.2
Microcachrydites	extinct	56.0	100.5
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	66.0	84.9
Microcachrydites	extinct	15.97	28.4
Microcachrydites	extinct	15.97	33.9
Microcachrydites	extinct	15.97	33.9
Microcachrydites	extinct	15.97	33.9
Microcachrydites	extinct	15.97	28.4
Microcachrydites	extinct	21.8	23.6
Microcachrydites	extinct	22.3	22.3
Microcachrydites	extinct	23.03	66.0
Microcachrydites	extinct	254.0	259.0
Microcachrydites	extinct	28.4	33.9
Microcachrydites	extinct	33.9	37.2
Microcachrydites	extinct	33.9	37.2
Microcachrydites	extinct	33.9	37.2
Microcachrydites	extinct	33.9	100.5
Microcachrydites	extinct	33.9	100.5
Microcachrydites	extinct	33.9	100.5
Microcachrydites	extinct	33.9	100.5
Microcachrydites	extinct	33.9	100.5
Microcachrydites	extinct	37.2	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	48.6	56.0
Microcachrydites	extinct	5.332	28.4
Microcachrydites	extinct	56.0	66.0
Microcachrydites	extinct	56.0	66.0
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	70.6
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	56.0	58.7
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	61.7	84.9
Microcachrydites	extinct	61.7	66.0
Microcachrydites	extinct	66.0	84.9
Microcachrydites	extinct	66.0	70.6
Microcachrydites	extinct	66.0	70.6
Microcachrydites	extinct	70.6	85.8
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	84.9	89.3
Microcachrydites	extinct	85.8	94.3
Microcachrydites	extinct	85.8	94.3
Microcachrydites	extinct	85.8	94.3
Microcachrydites	extinct	94.3	112.6
Microcachrydites	extinct	94.3	112.6
Microcachrydites	extinct	94.3	100.5
Microcachrydites	extinct	100.5	112.6
Microcachrys	extant	15.97	23.03
Microcachrys	extant	15.97	23.03
Microcachrys	extant	0.126	2.588
Microcachrys	extant	15.97	28.4
Microstrobos	extant	21.8	23.6
Microstrobos	extant	23.03	28.4
Midoriphyllum	extinct	130.0	140.2
Mitrospermum	extinct	298.9	306.95
Mitrospermum	extinct	314.6	326.4
Mitrospermum	extinct	314.6	318.1
Mitrospermum	extinct	314.6	318.1
Mitrospermum	extinct	314.6	318.1
Mitrospermum	extinct	314.6	318.1
Mitrospermum	extinct	314.6	318.1
Mitrospermum	extinct	318.1	360.7
Mitrospermum	extinct	345.3	360.7
Monarophyllum	extinct	56.0	58.7
Mumu	extinct	33.9	100.5
Mumu	extinct	33.9	100.5
Nephropsis	extinct	252.3	254.0
Nephropsis	extinct	252.3	254.0
Nephropsis	extinct	252.3	259.0
Nephropsis	extinct	252.3	259.0
Nephropsis	extinct	252.3	259.0
Nephropsis	extinct	254.0	265.0
Nephropsis	extinct	254.0	265.0
Nephropsis	extinct	254.0	265.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	272.5
Nephropsis	extinct	259.0	272.5
Nephropsis	extinct	259.0	272.5
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	259.0	268.0
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	290.1
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	279.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	268.0	272.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	298.9
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	290.1
Nephropsis	extinct	272.5	279.5
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	279.5	298.9
Nephropsis	extinct	279.5	295.0
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	279.5	295.0
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	279.5	290.1
Nephropsis	extinct	290.1	295.0
Nephropsis	extinct	298.9	303.4
Nephropsis	extinct	298.9	303.4
Nucellangium	extinct	290.1	298.9
Nucellangium	extinct	290.1	298.9
Nucellangium	extinct	298.9	318.1
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Otakauia	extinct	33.9	100.5
Pagiophyllum	extinct	105.3	112.6
Pagiophyllum	extinct	105.3	112.6
Pagiophyllum	extinct	112.6	112.6
Pagiophyllum	extinct	112.6	112.6
Pagiophyllum	extinct	112.6	112.6
Pagiophyllum	extinct	112.6	112.6
Pagiophyllum	extinct	125.45	130.0
Pagiophyllum	extinct	145.0	155.7
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	175.6
Pagiophyllum	extinct	145.0	155.7
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	150.8
Pagiophyllum	extinct	145.0	161.2
Pagiophyllum	extinct	145.0	201.6
Pagiophyllum	extinct	145.0	201.6
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	161.2
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	150.8	155.7
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	164.7
Pagiophyllum	extinct	155.7	164.7
Pagiophyllum	extinct	155.7	164.7
Pagiophyllum	extinct	155.7	164.7
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	155.7	161.2
Pagiophyllum	extinct	161.2	171.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	201.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	175.6
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	164.7
Pagiophyllum	extinct	161.2	167.7
Pagiophyllum	extinct	161.2	167.7
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	175.6
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	171.6
Pagiophyllum	extinct	164.7	175.6
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	164.7	167.7
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	175.6
Pagiophyllum	extinct	167.7	175.6
Pagiophyllum	extinct	167.7	175.6
Pagiophyllum	extinct	167.7	175.6
Pagiophyllum	extinct	167.7	175.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	167.7	175.6
Pagiophyllum	extinct	167.7	171.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	171.6	175.6
Pagiophyllum	extinct	175.6	183.0
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	183.0
Pagiophyllum	extinct	175.6	235.0
Pagiophyllum	extinct	175.6	183.0
Pagiophyllum	extinct	175.6	183.0
Pagiophyllum	extinct	175.6	189.6
Pagiophyllum	extinct	175.6	189.6
Pagiophyllum	extinct	175.6	183.0
Pagiophyllum	extinct	175.6	183.0
Pagiophyllum	extinct	175.6	189.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	175.6	201.6
Pagiophyllum	extinct	183.0	189.6
Pagiophyllum	extinct	183.0	196.5
Pagiophyllum	extinct	183.0	196.5
Pagiophyllum	extinct	183.0	189.6
Pagiophyllum	extinct	183.0	189.6
Pagiophyllum	extinct	183.0	189.6
Pagiophyllum	extinct	183.0	189.6
Pagiophyllum	extinct	183.0	189.6
Pagiophyllum	extinct	189.6	196.5
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	196.5
Pagiophyllum	extinct	189.6	196.5
Pagiophyllum	extinct	189.6	196.5
Pagiophyllum	extinct	189.6	196.5
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	201.6
Pagiophyllum	extinct	189.6	196.5
Pagiophyllum	extinct	196.5	201.6
Pagiophyllum	extinct	196.5	201.6
Pagiophyllum	extinct	196.5	201.6
Pagiophyllum	extinct	201.6	235.0
Pagiophyllum	extinct	201.6	205.6
Pagiophyllum	extinct	201.6	221.5
Pagiophyllum	extinct	201.6	205.6
Pagiophyllum	extinct	205.6	235.0
Pagiophyllum	extinct	205.6	235.0
Pagiophyllum	extinct	205.6	235.0
Pagiophyllum	extinct	205.6	235.0
Pagiophyllum	extinct	205.6	221.5
Pagiophyllum	extinct	205.6	221.5
Pagiophyllum	extinct	205.6	221.5
Pagiophyllum	extinct	205.6	221.5
Pagiophyllum	extinct	205.6	221.5
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	221.5	235.0
Pagiophyllum	extinct	235.0	242.0
Pagiophyllum	extinct	235.0	242.0
Pagiophyllum	extinct	235.0	247.2
Pagiophyllum	extinct	235.0	247.2
Pagiophyllum	extinct	247.2	252.3
Pagiophyllum	extinct	251.3	259.0
Pagiophyllum	extinct	252.3	360.7
Pagiophyllum	extinct	252.3	254.0
Pagiophyllum	extinct	272.5	290.1
Pagiophyllum	extinct	84.9	89.3
Pagiophyllum	extinct	94.3	112.6
Pagiophyllum	extinct	94.3	112.6
Pagiophyllum	extinct	94.3	112.6
Pagiophyllum	extinct	94.3	112.6
Pagiophyllum	extinct	94.3	100.5
Pagiophyllum	extinct	100.5	161.2
Pagiophyllum	extinct	100.5	112.6
Pagiophyllum	extinct	100.5	161.2
Pagiophyllum	extinct	100.5	161.2
Pagiophyllum	extinct	100.5	161.2
Palaeopiceoxylon	extinct	100.5	112.6
Palaeopiceoxylon	extinct	100.5	112.6
Papuacedrus	extant	23.03	33.9
Papuacedrus	extant	28.4	33.9
Papuacedrus	extant	52.22	52.22
Papuacedrus	extant	52.22	52.22
Papuacedrus	extant	52.22	52.22
Papuacedrus	extant	52.22	52.22
Papuacedrus	extant	52.22	52.22
Parvisaccites	extinct	15.97	23.03
Parvisaccites	extinct	15.97	23.03
Parvisaccites	extinct	140.2	145.0
Parvisaccites	extinct	15.97	28.4
Parvisaccites	extinct	15.97	28.4
Parvisaccites	extinct	189.6	205.6
Parvisaccites	extinct	21.8	23.6
Parvisaccites	extinct	66.0	70.6
Parvisaccites	extinct	94.3	100.5
Parvisaccites	extinct	94.3	100.5
Parvisaccites	extinct	94.3	112.6
Parvisaccites	extinct	94.3	112.6
Parvisaccites	extinct	94.3	112.6
Parvisaccites	extinct	94.3	112.6
Parvisaccites	extinct	94.3	112.6
Parvisaccites	extinct	94.3	112.6
Parvisaccites	extinct	100.5	161.2
Parvisaccites	extinct	100.5	161.2
Phyllocladidites	extinct	0.012	28.4
Phyllocladidites	extinct	0.126	2.588
Phyllocladidites	extinct	11.62	15.97
Phyllocladidites	extinct	11.62	15.97
Phyllocladidites	extinct	11.62	15.97
Phyllocladidites	extinct	11.62	15.97
Phyllocladidites	extinct	11.62	28.4
Phyllocladidites	extinct	11.62	28.4
Phyllocladidites	extinct	11.62	23.03
Phyllocladidites	extinct	11.62	23.03
Phyllocladidites	extinct	15.97	37.2
Phyllocladidites	extinct	15.97	37.2
Phyllocladidites	extinct	15.97	28.4
Phyllocladidites	extinct	15.97	33.9
Phyllocladidites	extinct	15.97	33.9
Phyllocladidites	extinct	15.97	33.9
Phyllocladidites	extinct	15.97	33.9
Phyllocladidites	extinct	15.97	33.9
