"","lambda0","lambda1","lambda2","lambda3","lambda4","lambda5","lambda6","lambda7","lambda8","lambda9","lambda10","lambda11","mu0","mu1","mu2","mu3","mu4","mu5","mu6","mu7","mu8","mu9","mu10","mu11"
"21",0.249440780392988,0.239514245133944,0.225751117725067,0.231713011892549,0.220319375104823,0.350789167959563,0.0333320294333209,0.364162784781873,0.254609637405935,0.150385125418067,0.167442034042807,0.557004782474613,0.0809079029316144,0.0783611280539041,0.0682047697349181,0.184847960224834,0.0152043303223938,1.8673536134204e-09,0.460514334873329,0.229273736718749,0.0805848638490108,0.0926206669285023,0.054405324367258,1.4862361686783
"22",0.24953943991099,0.250104891539535,0.241721244529885,0.248190221596114,0.222723747647458,0.416731001098001,0.0571394180166978,0.358630663211268,0.226161025134948,0.181188462452026,0.165075293302651,0.290471096743277,0.0847017843237219,0.0922587713519777,0.0848371290921428,0.199848983951923,0.0147207102668917,0.104524836081769,0.482396247864274,0.173873556211944,0.0775442243438504,0.140793298843957,1.4550024986432e-09,1.1401504697272
"23",0.249210467256717,0.232919366800258,0.224750264476263,0.246866384084381,0.223273430075299,0.418101003800471,0.0454327948492328,0.313594051843996,0.212354409611037,0.259700543841351,0.254624893321807,0.572937406414393,0.0776297044115637,0.0709166193619557,0.071902656274216,0.20308563703504,0.0138200637212029,0.109358086485961,0.455308680589881,0.133899883144397,0.078805406877484,0.257362161308919,0.0794159416284662,1.52878028922935
"24",0.249545400987177,0.208913735442003,0.168975391882418,0.165909849257279,0.182559701640902,0.413664664393477,0.0468345078014055,0.257055177142753,0.171296511184967,0.195781558879066,0.210813102616362,3.23081641315629e-10,0.0707934716611625,0.0353256054723607,5.45578598224895e-34,0.123850683949532,1.0512880386528e-22,0.106283284164786,0.428660529848161,0.0876743986635544,0.0351370399821501,0.197253030887881,0.0063950699493746,0.32766847056843
"25",0.249489928391012,0.23932462785734,0.224530043005251,0.229439630962374,0.216146673454363,0.430983182207408,0.0496104390168259,0.290399348634024,0.20398354481733,0.192712530304196,0.172815172590321,0.460362105176265,0.0808130299599331,0.0783133651282574,0.0658251069868322,0.182440350617728,0.0150434493073848,0.121253043352133,0.447576930852712,0.112984390139968,0.07272181253293,0.155739650254582,0.0153403547093899,1.41971215776435
"26",0.249539931816572,0.218327757022398,0.184803207208112,0.188498102403368,0.213966089880878,0.404499595046579,0.0157253181703686,0.166990339009612,0.235199563342098,0.208600936650553,0.203314890156617,0.210009736930423,0.0740386334980308,0.0486980518016865,0.0190804573778869,0.150995095870148,0.0235345700411532,0.0855622304803234,0.259911179042069,0.144615156631417,0.114295717878008,0.142410807559998,0.144485928380107,0.117043303957606
"27",0.249557054873036,0.208913735442003,0.168975391882418,0.165397823196326,0.183394358121609,0.393986929817371,0.0226602686359445,0.159520805374006,0.22635024898044,0.209245537922803,0.217849356745456,0.191085325220101,0.0709135814599855,0.0352302214902874,0,0.123602847612219,0,0.0897351854183393,0.237110933994473,0.149564227284578,0.116343636893517,0.136014646379439,0.14075006566946,0.126593442764303
"28",0.249433147484666,0.236057654272652,0.218192268244554,0.225626818712103,0.21349409854689,0.404780764135378,0.0558454512586124,0.448329898704612,0.221401765560843,0.226322738735121,0.190843421457153,0.31490655638973,0.0796983634108293,0.0737159374330381,0.0588754260428308,0.180695226417942,0.0102972852582482,0.0890238952771629,0.489554793391427,0.270792961620147,0.0657033029641938,0.205483714796162,3.96462228299386e-10,1.22334896557475
"29",0.249635149391792,0.234787804166753,0.212841664264965,0.216794750682189,0.215221081634897,0.425861691059478,0.060477551568746,0.430312196625505,0.209950902235648,0.198951830513569,0.173347727601637,0.344547129829195,0.0798115354011917,0.071391498506731,0.0514971549882752,0.172399545458355,0.0183077693891299,0.108480865787109,0.508591757754967,0.229149534277764,0.0554251052927949,0.168213947462245,3.91812043884556e-09,1.26170572276233
"30",0.249464596931188,0.243219709860982,0.232174672498646,0.236720206685348,0.216892925431046,0.396859433431125,0.0479226028773339,0.390202553888957,0.275799732062918,0.225969301020757,0.180591889098305,0.348833548428577,0.0821050313324652,0.083428983413636,0.0748724472517692,0.188274674458827,0.0113094330578844,0.077192330254968,0.486348852992761,0.212521634118115,0.133292124745795,0.18266053156395,2.58213751230723e-10,1.26984276354237
"31",0.249220151122003,0.232763554864826,0.221555249013596,0.242449060415105,0.223473887439438,0.403832413875533,0.0505660311110004,0.407561923374136,0.202064936075771,0.150002363339499,0.157900024379881,0.404266760446321,0.0779535443927971,0.0700611043133886,0.0675071499135097,0.19974438760435,0.0134798268962502,0.0871383607890605,0.466073074638232,0.239824999958474,0.034252783947121,0.111473645710848,0.0147986231505644,1.3250091722993
"32",0.249389196190931,0.208690658841533,0.1715576430824,0.173671830312089,0.212723007849556,0.550938773103997,0.0526380813909187,0.314752956166545,0.269187727672433,0.182915395193027,0.179128235186962,7.17331763868808e-10,0.0702413587644563,0.035559272554683,0.00450834212691577,0.136179910188933,0.0447903522768094,0.251370142178829,0.405766928266754,0.186216452748733,0.116787158644426,0.134927142429486,1.37343646436104e-09,0.301924014421089
"33",0.249560775620955,0.248493515390448,0.238348129128849,0.231481559427535,0.203313984215845,0.397642000173534,0.0348623464912964,0.285171766127906,0.219387996524848,0.163905339595589,0.155456739966229,0.343060180428869,0.0842543179477924,0.0900990521718631,0.0797799779591654,0.17728027986475,5.55923919782503e-18,0.0866192442617891,0.438450903778055,0.118249350135731,0.0773927570060763,0.117999676538358,1.45406330612909e-09,1.2294975339519
"34",0.249677336572883,0.244482792881795,0.230417729835492,0.231795912901854,0.219355491930022,0.434281507424603,0.0612739431605014,0.54364696137995,0.495971287924399,0.282372307009785,0.183019330309771,0.415714066786578,0.0831899865655666,0.0845036170940342,0.0718453898265238,0.182757460086533,0.0208819009690947,0.117991268833027,0.501918335001132,0.40345171731818,0.346607603963921,0.207355626571627,5.75892049748819e-08,1.37838915050503
"35",0.249727282691013,0.226112223663162,0.191963947166743,0.183475779770098,0.189043193289278,0.403077690129557,0.0429971380143915,0.287480717166435,0.190079343954376,0.185656013657895,0.179597214916672,0.169114114071027,0.0771774607821453,0.0589058590168052,0.023707708546309,0.137097116841719,7.56992039645812e-31,0.0910449847694555,0.426246428761452,0.131397864424859,0.0488589453529887,0.160254804043437,4.59567117684298e-10,0.895914937394421
"36",0.249419934988413,0.220191164244066,0.194076869494597,0.208087615208853,0.222469707725588,0.455530442795518,0.0547012700021374,0.418419006177032,0.231231876457964,0.211583430970214,0.174165369108466,0.439705270715838,0.0741097551837208,0.0521361225531726,0.0334360938480134,0.170488139795461,0.0303105355768575,0.143431824467817,0.457795400245312,0.253439593079237,0.0841220036149763,0.178942488942715,4.31255165231523e-11,1.43174478306883
"37",0.249558536315726,0.244423484653108,0.230849620742389,0.232907658415708,0.218544684804441,0.427818264555067,0.0451309152683287,0.319821451564502,0.230632789663837,0.226508941561298,0.189762300986338,0.45244792040095,0.0828193096657881,0.0846081766876998,0.0722446866521718,0.184047575161624,0.0184893388502701,0.113248301037827,0.43578344256093,0.170721137889992,0.0864218500528906,0.2014431244831,0.00829942955385878,1.43608966006131
"38",0.249667068430364,0.234874012810942,0.213229470167633,0.215676720788738,0.215017728369686,0.368497655888518,0.0428803040605166,0.166246898377119,0.223266659455533,0.219046429594102,0.217048555739157,0.231205879026631,0.0800122792817616,0.0713782960207247,0.0522550517803641,0.170920263222177,0.011298759487017,0.0763762904255274,0.238034588814861,0.151638427702994,0.120879383892156,0.130759648740922,0.126270301054215,0.10553257247056
"39",0.24934874406816,0.208472937823752,0.172522205819242,0.17391174151378,0.207729560989348,0.489028710387761,0.0263450669240607,0.176449227367571,0.224167345240707,0.195483499169077,0.236848400261376,0.125939749416779,0.0700973672685677,0.0353759932411201,0.00656898399325422,0.135149334500687,0.0335526462522682,0.183685603007458,0.269208350599671,0.156568331879201,0.105955565762108,0.136243279387812,0.135994446984287,0.142562735648893
"40",0.249785571517166,0.226058921395614,0.192004133230095,0.181718613838253,0.190068096218365,0.359523436334886,0.0265185523928741,0.167130973400509,0.226139657522511,0.207299311981757,0.211486845595924,0.21069127684541,0.0774111247789069,0.0585810084660042,0.0242420135046258,0.132784730267399,0,0.0757580185551735,0.244511069854898,0.143760155765713,0.118168428424277,0.135477489529486,0.137019573684168,0.116923996321408
"41",0.249409713822447,0.219870568017202,0.19569973005153,0.207056251269225,0.221418517179321,0.377733876061708,0.0383239226896249,0.161834557514766,0.219925243576851,0.215347554957933,0.217812122001264,0.230744785415831,0.0740172541856498,0.0518206135249781,0.0363315655151907,0.168112762180831,0.0202427964817687,0.0728955644318759,0.240622571316435,0.156130832324622,0.122746518486112,0.131701512283417,0.128556261050572,0.107201055950719
"42",0.249680796457482,0.250806981288664,0.237833427031383,0.242144816357261,0.225043360770778,0.349519438417713,0.0449096848035316,0.331252213264785,0.214128273432254,0.201877134710631,0.217205602438359,5.15410993186013e-12,0.085467645750571,0.0924380881106056,0.078600568426604,0.195701004655095,0.0161092952008601,3.39615763599677e-11,0.510189087769978,0.121378194264165,0.084991830642857,0.178791338183738,0.0342055101463743,0.3305896352566
"43",0.249317498083991,0.238067502413305,0.229713039932289,0.236779703317047,0.215868810189273,0.412738711206568,0.0570205610436478,0.310139023305039,0.185754831965464,0.214142238517873,0.197432392113165,2.08046080031955e-09,0.0797944740169702,0.0774245463181438,0.0746190591481944,0.187412929317938,0.012362104618087,0.0991823695647306,0.47756826937478,0.111456924388412,0.0536393671578602,0.200774215844705,1.25430510292035e-09,0.36215217300144
"44",0.249663143250907,0.242815737064917,0.230231666419129,0.239227196385215,0.216413999406741,0.39206189300535,0.0477383953635081,0.264560457493489,0.208388455755444,0.240432941103262,0.207530646852824,6.32315793729473e-10,0.082432999295128,0.0825629243676857,0.0730255119165891,0.192586054072969,0.00793677515029521,0.0738930098235225,0.456008715702804,0.0793066122815433,0.0950076275104719,0.221717056932246,7.37549123696896e-10,0.370997597904371
"45",0.24939136862201,0.237883885144166,0.224215464618112,0.232759882959386,0.224684837791136,0.352939878766328,0.037856733629935,0.263213428221502,0.205128971827712,0.198252025592784,0.227560023925466,1.30914630199213e-11,0.0801753255984216,0.0764480294306629,0.0669006005619473,0.187738738774677,0.0195222169116239,2.93011748351292e-15,0.479255690461045,0.0666190935360061,0.0860802063462661,0.17274396213715,0.055521288992182,0.316096570422609
"46",0.249379664044351,0.229010075502235,0.207722931974116,0.216121286813169,0.208985850288609,0.400737251257912,0.0438403798234926,0.421467575875113,0.234971438503154,0.180611167848204,0.189901889669299,2.68247024758458e-09,0.0772215384690909,0.0641792277615429,0.0481091644243515,0.172199398411751,0.00810840871537544,0.0849040197311385,0.47645306936835,0.255792954114067,0.0610022023440417,0.159304836942105,2.50792202260627e-09,0.33864534483056
"47",0.249309504300143,0.239391748793139,0.228740318776738,0.235702161710162,0.209153417999829,0.381454834183096,0.0518900250464338,0.286674377591443,0.154945798502021,0.197314923284955,0.234065627050932,7.44168900444972e-11,0.0804307735628868,0.0788494578733265,0.0724991848032013,0.18641196757234,7.31170573983465e-11,0.0679528354986781,0.469978224591565,0.0875946241464561,0.0174876622122153,0.204311151137104,0.0439641832755664,0.347437557663277
"48",0.249470181484013,0.243242586864153,0.230498031121567,0.227634211856175,0.205250663019756,0.34273357259739,0.0418146790778749,0.273122455905996,0.293006928323375,0.247259231749937,0.196384639576344,1.82816015625729e-14,0.082211360679862,0.0832714727011497,0.0717491841165781,0.175643961058192,8.49570840501723e-21,6.84842669507314e-18,0.479303359690542,0.0944977412902066,0.187911928835661,0.191188619946328,3.43322706927018e-13,0.346911802837575
"49",0.249543343207858,0.213205568158168,0.176774604199876,0.180062474172161,0.209414887046362,0.469169391766874,0.0570974622546428,0.298448883432917,0.162013514076034,0.209108003162289,0.200587929029466,7.24509328255398e-11,0.0722538084126532,0.0416083572558284,0.00963983793391776,0.14280969943999,0.0300401968894356,0.15407340110615,0.482548253983078,0.071505771464442,0.037797512274669,0.204721515019438,3.16155339679076e-11,0.354321446552348
"50",0.249312881896711,0.241839691178475,0.233799442744298,0.24361349940424,0.220001352434777,0.3457400676291,0.0341938078483901,0.284830346305675,0.180778205653866,0.204698135674366,0.227516394485949,5.47971639224968e-13,0.0812959667759218,0.082110852143996,0.0785978322599616,0.195181690580952,0.00973623702418405,5.2061250271967e-15,0.450667132029354,0.10276112863371,0.0659764822966834,0.192529489229192,0.0385827052113726,0.3503969267199
"51",0.249730030251941,0.251416852305557,0.238290781586458,0.239381870807409,0.216141268649676,0.402971534934779,0.0461687776304637,0.31463482618796,0.222948507404819,0.186745588872233,0.182966895133279,2.06861350110986e-10,0.0857870338811774,0.0931443677540609,0.078688466540104,0.190568963458603,0.00912286578910809,0.0874200962020564,0.467518177026632,0.133897052486229,0.0802707720258802,0.153855766294954,4.56546840007888e-12,0.317994714806264
"52",0.249563610142548,0.239903459561865,0.225103869353293,0.23930873139158,0.220803463484862,0.389521681832792,0.054040356444056,0.429826993926843,0.277780476802223,0.203435809370389,0.188141778380566,1.83927742591732e-10,0.0813208577018357,0.0786087733179147,0.0676269202557712,0.196015501230428,0.0106464286733448,0.069067152749921,0.48808356930954,0.269690715645878,0.117180268191799,0.164085666442638,5.24739281411298e-11,0.331057524211687
"53",0.249431070395653,0.239854076926566,0.229201672838854,0.240587961914098,0.217825098674909,0.394237081855521,0.0505316510657958,0.263236536855999,0.239680393366223,0.21350336698494,0.189400296260716,7.00450678886992e-10,0.0808202847373174,0.0791693575045787,0.0734907066866659,0.193666710813181,0.00975319984238056,0.0784636765878068,0.461064298303369,0.0813283671683307,0.125174055900952,0.169237289614486,3.9338323050279e-10,0.336644129376521
"54",0.249677007947256,0.242628051990747,0.227855616640928,0.233387825894709,0.213673958619584,0.387715160728517,0.0526406023919186,0.255645341499457,0.159281587484577,0.193159001156379,0.195838602787931,3.12082621717104e-12,0.0824568845536279,0.0821088478259906,0.0690752915647826,0.186521451712036,0.00682945091306448,0.0707001268594303,0.477259933315338,0.0376616151441402,0.0426821449931989,0.180940323793423,1.03299705086517e-11,0.353510734606641
"55",0.249591232148899,0.243868157283287,0.230337265331366,0.233205041099318,0.217284478553915,0.34615851199019,0.0315067631503436,0.22484510486159,0.203546696417636,0.209705789701669,0.207898938738768,7.15724391576878e-13,0.0827203614192638,0.083878213722349,0.0717207361540505,0.185376353818688,0.00990146233694949,1.24171430117811e-11,0.4351840228861,0.0610522523443092,0.0877489702554409,0.176743866916626,0.0310572918265956,0.317182773091547
"56",0.249516981863784,0.242683234671289,0.23143518839547,0.239016406274984,0.217481433296445,0.342428935634019,0.0289835039911776,0.229082039104613,0.228097811527867,0.203816563378081,0.240823986431072,4.73018352366313e-11,0.082041385007153,0.0826928399718265,0.0745114779150063,0.192118140393242,0.00692007900656321,4.78260466937491e-16,0.41055954794812,0.0987550525840007,0.104761949417857,0.179713780252313,0.0674373651226893,0.310795383960007
"57",0.249556006898757,0.214750140283955,0.17996866096854,0.183185972667906,0.211050001238025,0.471641586603449,0.058194879723383,0.323073028614825,0.17251297453463,0.194742591543512,0.24955089162994,3.88845907429609e-11,0.0727518072832768,0.0438070601288953,0.0138724894246235,0.144489953383952,0.0321222570056457,0.15860437608478,0.482303760335076,0.108016584229138,0.0339780401357648,0.19822438091505,0.0644277639579651,0.345929297980601
"58",0.24953114447543,0.213180959751798,0.177260673398608,0.181467007902656,0.206387657463542,0.383929592533153,0.0169121823471777,0.163259480166654,0.22729156274117,0.209270462261479,0.208086190872557,0.214942703493085,0.072276783860213,0.0414660736801373,0.0110972309051918,0.144071991682346,0.0145449666218316,0.0705390216087437,0.245400345716151,0.150700795497719,0.118553575957881,0.138919724878371,0.139565717622028,0.115221687813631
"59",0.249563827468224,0.214750140283955,0.180379993834355,0.185964916665343,0.209738597643136,0.405467074230533,0.0136341986258543,0.166593906181179,0.227724442812412,0.208574893991824,0.208089958977114,0.203074921046141,0.0728327145600917,0.0436897808223392,0.0151972503512441,0.147812401757229,0.0237952947519332,0.0897831334420427,0.247190447550542,0.140650508087785,0.11659750773923,0.139349223821463,0.144765997946882,0.12229363128511
