# LTTs over age (Cetacea_Steeman2009, fitted dLTT)
LTT of external tree 'Cetacea_Steeman2009', and dLTT of previously fitted model
#
# age	tree LTT
35.857847	2
35.2886748253968	2
34.7195026507937	2
34.1503304761905	2
33.5811583015873	3
33.0119861269841	3
32.442813952381	3
31.8736417777778	4
31.3044696031746	5
30.7352974285714	5
30.1661252539683	5
29.5969530793651	5
29.0277809047619	5
28.4586087301587	5
27.8894365555556	6
27.3202643809524	6
26.7510922063492	6
26.181920031746	6
25.6127478571429	8
25.0435756825397	8
24.4744035079365	9
23.9052313333333	9
23.3360591587302	9
22.766886984127	9
22.1977148095238	9
21.6285426349206	10
21.0593704603175	10
20.4901982857143	10
19.9210261111111	10
19.3518539365079	10
18.7826817619048	11
18.2135095873016	12
17.6443374126984	15
17.0751652380952	15
16.5059930634921	15
15.9368208888889	16
15.3676487142857	17
14.7984765396825	18
14.2293043650794	19
13.6601321904762	20
13.090960015873	20
12.5217878412698	22
11.9526156666667	22
11.3834434920635	22
10.8142713174603	25
10.2450991428571	27
9.67592696825397	27
9.1067547936508	28
8.53758261904763	32
7.96841044444445	36
7.39923826984128	38
6.8300660952381	40
6.26089392063493	42
5.69172174603175	45
5.12254957142858	51
4.5533773968254	57
3.98420522222223	63
3.41503304761905	67
2.84586087301588	72
2.27668869841271	73
1.70751652380953	77
1.13834434920636	83
0.569172174603182	85
7.105427357601e-15	87


# age	fitted dLTT
0	87
0.0103180747747748	86.9303828408614
0.0206361495495496	86.8608445605103
0.0309542243243243	86.791385061983
0.0412722990990991	86.7220042476353
0.0515903738738739	86.6527020199074
0.0619084486486487	86.5834782813607
0.0722265234234234	86.5143329346852
0.0825445981981982	86.4452658827014
0.092862672972973	86.37627702836
0.103180747747748	86.3073662747431
0.113498822522523	86.2385335250636
0.123816897297297	86.169778682665
0.134134972072072	86.1011016510215
0.144453046846847	86.0325023337379
0.154771121621622	85.9639806345493
0.165089196396396	85.8955364573209
0.175407271171171	85.8271697060478
0.185725345945946	85.758880284855
0.196043420720721	85.6906680979971
0.206361495495496	85.6225330498582
0.21667957027027	85.5544750449516
0.226997645045045	85.4864939879199
0.23731571981982	85.4185897835342
0.247633794594595	85.3507623366948
0.257951869369369	85.2830115524302
0.268269944144144	85.2153373358977
0.278588018918919	85.1477395923824
0.288906093693694	85.0802182272977
0.299224168468468	85.0127731461847
0.309542243243243	84.9454042547124
0.319860318018018	84.8781114586771
0.330178392792793	84.8108946640026
0.340496467567568	84.7437537767398
0.350814542342342	84.6766887030664
0.361132617117117	84.6096993492873
0.371450691891892	84.5427856218338
0.381768766666667	84.4759474272636
0.392086841441441	84.4091846722608
0.402404916216216	84.3424972636356
